shopify_id,title,handle,status,sub_brand,family_key,total_inventory,variant_count,primary_sku,primary_barcode,min_price_zar,max_price_zar,hero_match,is_bundle,is_commodity,decision,proposed_tier,rationale,tags,seo_title,seo_description,created_at,updated_at,online_store_url,featured_image_url,collections
8155082785078,VIVID HEALTH - IMMUNE - L-Lysine 60 Capsules,vivid-health-immune-l-lysine-60-capsules,ACTIVE,IMMUNE,l lysine,19,1,6000000612818,,118.0,118.0,,,,KEEP,Daily,Active in-stock SKU,"brand_VIVID HEALTH - IMMUNE, cat:herbal-supplements, cat:immunity, cat:skin-hair-nails, Conditions>Bacteria, Conditions>Immune, dairy-free, Fungi, gluten-free, Health>Amino Acids, Parasites, proudly-south-african, sugar-free, vegetarian, Virus",Vivid Health L-Lysine 60 Capsules | Immune & Cold Sore Support,"Vivid Health L-Lysine 60 capsules supports immune function, cold sore management, and collagen synthesis. Shop this essential amino acid at Onelife Health.",2023-02-25T01:32:37Z,2026-05-12T14:01:28Z,https://onelife.co.za/products/vivid-health-immune-l-lysine-60-capsules,https://cdn.shopify.com/s/files/1/0682/9136/3126/files/IMG-5242.png?v=1695302348,"Conditions - Bacteria, Virus, Parasite, Fungi, Conditions - Immune, Health - Amino Acids, Health Supplements, Health Conditions, Vivid Health, Brand - VIVID HEALTH, Immunity & Cold Season, Skin, Hair & Nails, Herbal Supplements, Gluten Free, Sugar Free, Dairy Free, Vegetarian, Proudly South African"
8294184288566,VIVID HEALTH - IMMUNE - Liver & Kidney Formula - 90 Capsules,vivid-health-immune-liver-kidney-formula-90-capsules,ACTIVE,IMMUNE,liver & kidney formula,0,1,6000000820374,,248.0,248.0,,,,KEEP,Daily,"Active but out of stock — rebrand candidate, flag stock-out","brand_VIVID HEALTH - IMMUNE, cat:herbal-supplements, cat:immunity, cat:kidney-urinary, cat:liver-detox, Conditions>Detox, Conditions>Liver&Kidney, dairy-free, featured:kidney-urinary, featured:liver-detox, gluten-free, Health>Herbs, proudly-south-african, sugar-free, vegetarian",Vivid Health Liver & Kidney Formula – 90 Capsules | Organ Support,Vivid Health Liver & Kidney Formula offers herbal support for your body's natural detox organs. 90 capsules per bottle. Shop now at Onelife Health.,2023-04-14T13:17:32Z,2026-04-18T19:10:17Z,https://onelife.co.za/products/vivid-health-immune-liver-kidney-formula-90-capsules,https://cdn.shopify.com/s/files/1/0682/9136/3126/files/IMG-5246.png?v=1695302680,"Conditions - Detox, Conditions - Immune, Conditions - Liver & Kidney, Health - Herbs, Health Supplements, Health Conditions, Vivid Health, Vivid Health — South Africa's Functional Health Brand, Brand - VIVID HEALTH, Immunity & Cold Season, Liver & Detox, Kidney & Urinary, Herbal Supplements, Gluten Free, Sugar Free, Dairy Free, Vegetarian, Proudly South African"
8155084226870,VIVID HEALTH - IMMUNE - Mullein 60 Capsules,vivid-health-immune-mullein-60-capsules,ACTIVE,IMMUNE,mullein,23,1,6000000004675,,133.0,133.0,,,,KEEP,Daily,Active in-stock SKU,"brand_VIVID HEALTH - IMMUNE, cat:herbal-supplements, cat:immunity, cat:respiratory, Conditions>Allergies, Conditions>Respiratory, featured:herbal-supplements, featured:respiratory, gluten-free, Health>Herbs, proudly-south-african, sugar-free, vegetarian",VIVID HEALTH Mullein 60 Capsules – Herbal Respiratory Support,VIVID HEALTH Mullein capsules offer traditional herbal support for respiratory comfort and bronchial health. 60 capsules per bottle. Shop at Onelife Health.,2023-02-25T01:33:12Z,2026-05-15T14:01:11Z,https://onelife.co.za/products/vivid-health-immune-mullein-60-capsules,https://cdn.shopify.com/s/files/1/0682/9136/3126/files/IMG-5192.png?v=1695296094,"Conditions - Allergies, Conditions - Immune, Conditions - Respiratory, Health - Herbs, Health Supplements, Health Conditions, Vivid Health, Brand - VIVID HEALTH, Immunity & Cold Season, Respiratory Health, Herbal Supplements, Gluten Free, Sugar Free, Vegetarian, Proudly South African"
8155084521782,VIVID HEALTH - IMMUNE - Quercetin Complex 60 Capsules,vivid-health-immune-quercetin-complex-60-capsules,ACTIVE,IMMUNE,quercetin complex,5,1,6009689721224,,285.2,285.2,,,,KEEP,Daily,Active in-stock SKU,"brand_VIVID HEALTH - IMMUNE, cat:heart-cardiovascular, cat:herbal-supplements, cat:immunity, cat:respiratory, Conditions>Allergies, Conditions>Immune, featured:immunity, gluten-free, Health>Herbs, proudly-south-african, sugar-free, vegetarian",Vivid Health Quercetin Complex 60 Caps | Immune & Allergy Support,Vivid Health Quercetin Complex combines quercetin with synergistic co-factors for immune and allergy support. 60 capsules. Shop at Onelife Health today.,2023-02-25T01:33:22Z,2026-05-15T14:02:27Z,https://onelife.co.za/products/vivid-health-immune-quercetin-complex-60-capsules,https://cdn.shopify.com/s/files/1/0682/9136/3126/files/IMG-5190.png?v=1695296030,"Conditions - Allergies, Conditions - Immune, Health - Herbs, Health Supplements, Health Conditions, Vivid Health, Brand - VIVID HEALTH, Immunity & Cold Season, Heart & Cardiovascular, Respiratory Health, Herbal Supplements, Gluten Free, Sugar Free, Vegetarian, Proudly South African"
8155084423478,VIVID HEALTH - MEN - Prosta Care 60 Capsules,vivid-health-men-prosta-care-60-capsules,ACTIVE,MEN,prosta care,0,1,6000000791414,,263.93,263.93,,,,KEEP,Daily,"Active but out of stock — rebrand candidate, flag stock-out","brand_VIVID HEALTH - MEN, cat:herbal-supplements, cat:mens-health, Conditions>Men's, Conditions>Urinary, featured:mens-health, gluten-free, Health>Herbs, proudly-south-african, sugar-free, vegetarian",VIVID HEALTH Prosta Care 60 Caps | Prostate Health Support,VIVID HEALTH Prosta Care supports prostate health by targeting DHT conversion in men. 60 capsules for daily use. Shop prostate support at Onelife Health.,2023-02-25T01:33:18Z,2026-04-18T19:08:38Z,https://onelife.co.za/products/vivid-health-men-prosta-care-60-capsules,https://cdn.shopify.com/s/files/1/0682/9136/3126/files/10140-VividHealthLabels_ProstaCare60_s_Front.png?v=1694184551,"Conditions - Men's, Conditions - Urinary, Health - Herbs, Health Supplements, Health Conditions, Vivid Health, Vivid Health — South Africa's Functional Health Brand, Brand - VIVID HEALTH, Men's Health, Herbal Supplements, Gluten Free, Sugar Free, Vegetarian, Proudly South African"
8704664731958,VIVID HEALTH - NUTRIENT HEALTH - Turmeric Plus 60 Capsules,vivid-health-nutrient-health-turmeric-plus-60-capsules,ACTIVE,NUTRIENT HEALTH,turmeric plus,19,1,891368002313,,257.6,257.6,,,,KEEP,Daily,Active in-stock SKU,"brand_VIVID HEALTH - VIVID NOURISHMENT, cat:gut-health, cat:herbal-supplements, cat:immunity, cat:joints-mobility, Conditions>Acid PH, Conditions>Immune, Conditions>Pain&Inflamation, featured:herbal-supplements, featured:joints-mobility, gluten-free, proudly-south-african, sugar-free, Superfoods, vegetarian",Vivid Health Turmeric Plus 60 Caps | Anti-Inflam | Onelife,Enhanced turmeric capsules with curcumin for anti-inflammatory and antioxidant support. Suitable for immune and joint health. R266.80 at Onelife Health SA.,2023-09-12T08:28:20Z,2026-05-12T14:01:28Z,https://onelife.co.za/products/vivid-health-nutrient-health-turmeric-plus-60-capsules,https://cdn.shopify.com/s/files/1/0682/9136/3126/files/IMG-5314.png?v=1695311027,"Conditions - Acid PH, Conditions - Gut, Conditions - Immune, Conditions - Joints, Conditions - Pain &Inflammation, Superfoods, Health Conditions, Vivid Health, Brand - VIVID HEALTH, Immunity & Cold Season, Gut Health & Digestion, Joints & Mobility, Herbal Supplements, Gluten Free, Sugar Free, Vegetarian, Proudly South African"
8747905220918,VIVID HEALTH - PHYSICAL HEALTH - L-Glutamine 500g,vivid-health-physical-health-l-glutamine-500g,ACTIVE,PHYSICAL HEALTH,l glutamine,29,1,748927022803,,345.0,345.0,,,,KEEP,Daily,Active in-stock SKU,"brand_VIVID HEALTH - IMMUNE, cat:energy-vitality, cat:gut-health, cat:joints-mobility, cat:sports-nutrition, Conditions>Bacteria, Conditions>Immune, dairy-free, featured:sports-nutrition, Fungi, gluten-free, Health>Amino Acids, Parasites, proudly-south-african, sugar-free, vegan, vegetarian, Virus",Vivid Health L-Glutamine 500g | Amino Acid | Onelife,"L-Glutamine powder supporting immune function, gut health and muscle recovery. Ideal during high physical stress or illness. 500g. R308.49 at Onelife SA.",2023-09-21T13:41:40Z,2026-05-15T14:03:16Z,https://onelife.co.za/products/vivid-health-physical-health-l-glutamine-500g,https://cdn.shopify.com/s/files/1/0682/9136/3126/files/IMG-5260.png?v=1695303742,"Conditions - Bacteria, Virus, Parasite, Fungi, Conditions - Energy & Vitality, Conditions - Gut, Conditions - Joints, Health - Amino Acids, Health Supplements, Health Conditions, Vivid Health, Brand - VIVID HEALTH, Gut Health & Digestion, Energy & Vitality, Joints & Mobility, Vegan, Gluten Free, Sugar Free, Dairy Free, Vegetarian, Proudly South African"
8155079901494,VIVID HEALTH - STAY VIVID - D-Ribose 150g,vivid-health-stay-vivid-d-ribose-150g,ACTIVE,STAY VIVID,d ribose,16,1,6000000820381,,307.39,307.39,,,,KEEP,Daily,Active in-stock SKU,"brand_VIVID HEALTH - STAY VIVID, cat:energy-vitality, cat:heart-cardiovascular, cat:sports-nutrition, Conditions>Cardio, Conditions>Energy&Vitality, dairy-free, featured:energy-vitality, gluten-free, proudly-south-african, sugar-free, vegan, vegetarian",VIVID HEALTH D-Ribose 150g | Cellular Energy & ATP Support,"VIVID HEALTH Stay Vivid D-Ribose 150g supports ATP production and cellular energy metabolism. Pure, single-ingredient powder. Shop at Onelife Health today.",2023-02-25T01:31:41Z,2026-04-18T19:08:33Z,https://onelife.co.za/products/vivid-health-stay-vivid-d-ribose-150g,https://cdn.shopify.com/s/files/1/0682/9136/3126/files/IMG-5252.png?v=1695303279,"Conditions - Cardio, Conditions - Energy & Vitality, Health Conditions, Vivid Health, Brand - VIVID HEALTH, Energy & Vitality, Heart & Cardiovascular, Vegan, Gluten Free, Sugar Free, Dairy Free, Vegetarian, Proudly South African"
8155079737654,VIVID HEALTH - STAY VIVID - Dmae 150g,vivid-health-stay-vivid-dmae-150g,ACTIVE,STAY VIVID,dmae,0,1,6000000146238,,235.69,235.69,,,,KEEP,Daily,"Active but out of stock — rebrand candidate, flag stock-out","Beauty>Skin, brand_VIVID HEALTH - STAY VIVID, cat:brain-cognitive, cat:energy-vitality, cat:skin-hair-nails, cat:stress-mood, Conditions>Mental, dairy-free, featured:brain-cognitive, gluten-free, Health>Vits&Minerals, Kids>Concentration, proudly-south-african, sugar-free, vegan, vegetarian",Vivid Health Stay Vivid DMAE 150g | Cognitive Support Powder,"Vivid Health Stay Vivid DMAE 150g powder offers targeted cognitive and focus support in a flexible, single-ingredient format. Shop at Onelife Health today.",2023-02-25T01:31:36Z,2026-04-18T19:08:33Z,https://onelife.co.za/products/vivid-health-stay-vivid-dmae-150g,https://cdn.shopify.com/s/files/1/0682/9136/3126/files/IMG-5234.png?v=1695301865,"Beauty - Skin, Conditions - Energy & Vitality, Conditions - Mental, Conditions - Stress, Health - Vitamins & Minerals, Kids - Concentration, Health Supplements, Kids Health, Health Conditions, Skin & Beauty, Vivid Health, Top Kids Health, Brand - VIVID HEALTH, Energy & Vitality, Stress & Mood, Skin, Hair & Nails, Brain & Cognitive, Vegan, Gluten Free, Sugar Free, Dairy Free, Vegetarian, Proudly South African"
8155080851766,VIVID HEALTH - STAY VIVID - Gaba 150g,vivid-health-stay-vivid-gaba-150g,ACTIVE,STAY VIVID,gaba,15,1,6000000610067,,258.0,258.0,,,,KEEP,Daily,Active in-stock SKU,"brand_VIVID HEALTH - STAY VIVID, cat:brain-cognitive, cat:sleep-relaxation, cat:stress-mood, Conditions>Nerves, Conditions>Sleep, Conditions>Stress, dairy-free, featured:sleep-relaxation, featured:stress-mood, gluten-free, Health>Amino Acids, proudly-south-african, sugar-free, vegan, vegetarian",Vivid Health Stay Vivid GABA 150g | Relaxation Support Powder,Vivid Health GABA 150g powder supports relaxation and a healthy stress response. Flexible dosing in a generous tub. Shop at Onelife Health today.,2023-02-25T01:32:04Z,2026-04-24T11:01:26Z,https://onelife.co.za/products/vivid-health-stay-vivid-gaba-150g,https://cdn.shopify.com/s/files/1/0682/9136/3126/files/IMG-5236.png?v=1695301957,"Conditions - Nerves, Conditions - Sleep, Conditions - Stress, Health - Amino Acids, Health Supplements, Health Conditions, Vivid Health, Brand - VIVID HEALTH, Sleep & Relaxation, Stress & Mood, Brain & Cognitive, Vegan, Gluten Free, Sugar Free, Dairy Free, Vegetarian, Proudly South African"
8155081310518,VIVID HEALTH - STAY VIVID - Griffonia (5-HTP) 60 Capsules,vivid-health-stay-vivid-griffonia-5-htp-60-capsules,ACTIVE,STAY VIVID,griffonia (5 htp),27,1,6000000033712,,275.0,275.0,,,,KEEP,Daily,Active in-stock SKU,"brand_VIVID HEALTH - STAY VIVID, cat:brain-cognitive, cat:herbal-supplements, cat:sleep-relaxation, cat:stress-mood, cat:weight-management, Conditions>Depressed, Conditions>Sleep, featured:sleep-relaxation, featured:stress-mood, gluten-free, Health>Amino Acids, Health>Herbs, proudly-south-african, sugar-free, vegetarian",Vivid Health Griffonia 5-HTP 60 Caps | Mood & Sleep Support,Vivid Health Griffonia 5-HTP provides plant-derived serotonin precursor support for mood and sleep. 60 capsules per bottle. Shop at Onelife Health today.,2023-02-25T01:32:12Z,2026-05-15T14:01:54Z,https://onelife.co.za/products/vivid-health-stay-vivid-griffonia-5-htp-60-capsules,https://cdn.shopify.com/s/files/1/0682/9136/3126/files/IMG-5222.png?v=1695298472,"Conditions - Depression, Conditions - Sleep, Conditions - Stress, Health - Amino Acids, Health - Herbs, Health Supplements, Health Conditions, Vivid Health, Vivid Health — South Africa's Functional Health Brand, Brand - VIVID HEALTH, Sleep & Relaxation, Stress & Mood, Weight Management, Brain & Cognitive, Herbal Supplements, Gluten Free, Sugar Free, Vegetarian, Proudly South African"
8155082621238,VIVID HEALTH - STAY VIVID - Liquorice Root 60 Capsules,vivid-health-stay-vivid-liquorice-root-60-capsules,ACTIVE,STAY VIVID,liquorice root,21,1,6100000000872,,132.99,132.99,,,,KEEP,Daily,Active in-stock SKU,"brand_VIVID HEALTH - STAY VIVID, cat:gut-health, cat:herbal-supplements, cat:hormonal-balance, cat:immunity, cat:respiratory, Conditions>Energy&Vitality, Conditions>Stress, featured:herbal-supplements, gluten-free, Health>Herbs, proudly-south-african, sugar-free, vegetarian",VIVID HEALTH Liquorice Root 60 Capsules | Herbal Support,VIVID HEALTH Stay Vivid Liquorice Root offers 60 capsules of traditional herbal support for digestion and everyday stress. Shop at Onelife Health today.,2023-02-25T01:32:32Z,2026-05-07T14:02:37Z,https://onelife.co.za/products/vivid-health-stay-vivid-liquorice-root-60-capsules,https://cdn.shopify.com/s/files/1/0682/9136/3126/files/IMG-5244.png?v=1695302443,"Conditions - Gut, Conditions - Immune, Health - Herbs, Health Supplements, Health Conditions, Vivid Health, Brand - VIVID HEALTH, Immunity & Cold Season, Gut Health & Digestion, Respiratory Health, Hormonal Balance, Herbal Supplements, Gluten Free, Sugar Free, Vegetarian, Proudly South African"
8155085340982,VIVID HEALTH - STAY VIVID - Tranquil 60 Capsules,vivid-health-stay-vivid-tranquil-60-capsules,ACTIVE,STAY VIVID,tranquil,19,1,6000000675028,,130.0,130.0,,,,KEEP,Daily,Active in-stock SKU,"brand_VIVID HEALTH - STAY VIVID, cat:herbal-supplements, cat:sleep-relaxation, cat:stress-mood, Conditions>Sleep, Conditions>Stress, featured:sleep-relaxation, featured:stress-mood, gluten-free, Health>Herbs, proudly-south-african, sugar-free, vegetarian",Vivid Health Stay Vivid Tranquil 60 Caps | Calm Support,Vivid Health Stay Vivid Tranquil offers 60 capsules formulated for calm and relaxation support. Shop this targeted wellness supplement at Onelife Health.,2023-02-25T01:33:42Z,2026-05-15T14:01:56Z,https://onelife.co.za/products/vivid-health-stay-vivid-tranquil-60-capsules,https://cdn.shopify.com/s/files/1/0682/9136/3126/files/IMG-5224.png?v=1695298540,"Conditions - Sleep, Conditions - Stress, Health - Herbs, Health Supplements, Health Conditions, Vivid Health, Vivid Health — South Africa's Functional Health Brand, Brand - VIVID HEALTH, Sleep & Relaxation, Stress & Mood, Herbal Supplements, Gluten Free, Sugar Free, Vegetarian, Proudly South African"
